Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
10/07/25,"Money transfer, virtual currency, or money service","Money order, traveler's check or cashier's check",Problem with customer service,None,,None,TD BANK US HOLDING COMPANY,MD,20910,None,Consent not provided,Web,10/07/25,Closed with explanation,Yes,N/A,16415466
11/07/25,Checking or savings account,Checking account,Closing an account,Company closed your account,,None,TD BANK US HOLDING COMPANY,FL,XXXXX,None,None,Web,11/07/25,Closed with explanation,Yes,N/A,17061846
11/21/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,AL,350XX,None,None,Web,11/21/25,In progress,Yes,N/A,17800641
10/27/25,Credit card,Store credit card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,,None,TD BANK US HOLDING COMPANY,CA,90403,None,None,Web,10/27/25,Closed with explanation,Yes,N/A,16847986
11/11/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,None,TD BANK US HOLDING COMPANY,FL,34758,None,None,Web,11/11/25,In progress,Yes,N/A,17172842
10/16/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,None,TD BANK US HOLDING COMPANY,TX,75119,None,None,Web,10/16/25,Closed with non-monetary relief,Yes,N/A,16618591
10/03/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,None,TD BANK US HOLDING COMPANY,MS,39401,None,None,Web,11/13/25,Closed with explanation,Yes,N/A,16359501
10/23/25,Credit card,Store credit card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,,None,TD BANK US HOLDING COMPANY,PA,150XX,"Older American, Servicemember",None,Web,10/23/25,In progress,Yes,N/A,16783000
10/16/25,Credit card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,CA,95129,None,None,Web,10/16/25,Closed with non-monetary relief,Yes,N/A,16614783
10/15/25,Credit card,Store credit card,"Other features, terms, or problems",Other problem,,None,TD BANK US HOLDING COMPANY,WA,98052,None,None,Web,10/15/25,Closed with explanation,Yes,N/A,16588507
11/19/25,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt is not yours,,None,TD BANK US HOLDING COMPANY,CA,90201,None,None,Web,11/19/25,Closed with explanation,Yes,N/A,17368275
10/14/25,Checking or savings account,Checking account,Managing an account,Banking errors,,None,TD BANK US HOLDING COMPANY,PA,19130,None,None,Web,10/14/25,Closed with explanation,Yes,N/A,16568663
11/13/25,Mortgage,Conventional home mortgage,Trouble during payment process,Paying off the loan,,None,TD BANK US HOLDING COMPANY,NY,11364,None,None,Web,11/13/25,Closed with monetary relief,Yes,N/A,17229188
09/30/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,None,TD BANK US HOLDING COMPANY,TX,75217,None,Consent not provided,Web,09/30/25,Closed with non-monetary relief,Yes,N/A,16255011
10/01/25,Credit card,General-purpose credit card or charge card,Problem when making payments,You never received your bill or did not know a payment was due,This is regards to Target Red Card Target Card Services XXXX XXXX This company failed to provide me with the contract I signed and the laws around them selling my account to fraud debt collectors- I called Target and my payment is due XX/XX/XXXX and yet I get a letter from a hoax debt collector don t care that they try to intimidate senior citizens aggress make phone calls after XXXX XXXX use bad language are corrupt and in cahoots with the judges - Target sells account on purpose so they can write off bad debt I have not authorized them to sell my information and that is fraud! Plus they abuse senior citizens.,None,TD BANK US HOLDING COMPANY,IL,60074,Older American,Consent provided,Web,10/01/25,Closed with explanation,Yes,N/A,16298924
11/11/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,VA,22102,None,None,Web,11/11/25,Closed with explanation,Yes,N/A,17136782
11/20/25,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,None,TD BANK US HOLDING COMPANY,FL,34653,None,None,Web,11/20/25,Closed with monetary relief,Yes,N/A,17750202
10/23/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,CA,95127,None,None,Web,10/23/25,Closed with explanation,Yes,N/A,16738584
11/06/25,Credit card,Store credit card,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,MI,48187,None,None,Web,11/06/25,In progress,Yes,N/A,17072175
10/16/25,Vehicle loan or lease,Loan,Repossession,Account reinstatement or redemption after repossession,,None,TD BANK US HOLDING COMPANY,NV,89044,None,Other,Web,10/16/25,In progress,Yes,N/A,16630356
11/12/25,"Money transfer, virtual currency, or money service",Foreign currency exchange,Confusing or missing disclosures,None,,None,TD BANK US HOLDING COMPANY,DC,20007,None,None,Web,11/13/25,In progress,Yes,N/A,17206357
10/14/25,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,CA,95204,Older American,None,Web,10/21/25,In progress,Yes,N/A,16563807
10/19/25,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,TD BANK US HOLDING COMPANY,NY,12944,None,None,Web,10/19/25,Closed with explanation,Yes,N/A,16681791
11/13/25,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,None,TD BANK US HOLDING COMPANY,IL,60402,None,None,Web,11/13/25,In progress,Yes,N/A,17233016
10/22/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,CA,94587,None,None,Web,10/22/25,Closed with explanation,Yes,N/A,16760129
11/15/25,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,NH,03260,None,N/A,Referral,11/17/25,In progress,Yes,N/A,17289612
10/11/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,TX,79508,None,None,Web,10/11/25,Closed with explanation,Yes,N/A,16516598
10/04/25,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,None,TD BANK US HOLDING COMPANY,SC,29341,None,None,Web,10/04/25,Closed with non-monetary relief,Yes,N/A,16340974
10/17/25,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,FL,33062,Older American,N/A,Referral,10/17/25,Closed with explanation,Yes,N/A,16647244
11/13/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,NY,10033,None,None,Web,11/13/25,Closed with explanation,Yes,N/A,17232676
11/20/25,Checking or savings account,Checking account,Managing an account,Banking errors,,None,TD BANK US HOLDING COMPANY,MA,02026,None,None,Web,11/20/25,Closed with monetary relief,Yes,N/A,17349233
10/14/25,Credit card,Store credit card,Fees or interest,Problem with fees,,None,TD BANK US HOLDING COMPANY,TN,XXXXX,None,None,Web,10/14/25,Closed with monetary relief,Yes,N/A,16561624
11/02/25,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,,None,TD BANK US HOLDING COMPANY,NY,121XX,None,None,Web,11/02/25,Closed with explanation,Yes,N/A,16974489
09/30/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"Subject : Dispute of Inaccurate Information on Credit Report Dear [ Credit Bureau Name ], I am writing to formally dispute certain inaccuracies on my credit report, as permitted under the Fair Credit Reporting Act. I have reviewed my credit report and identified the following issues : 1. * * Inaccurate Personal Information * * : My report contains incorrect personal details, including [ describe the inaccuracies, e.g., wrong address, misspelled name ]. Please update this information to reflect my correct details.

2. * * Unverified Collections * * : I have noticed a collection account listed under my name from [ Creditor 's Name ] with account number [ Account Number ]. I believe this account is inaccurate and unverified. Please provide documentation that verifies this debt, as I do not recognize it.

3. * * Outdated Hard Inquiries * * : My report lists hard inquiries that are beyond the allowable time frame. Specifically, the inquiries from [ list the inquiries ] are no longer valid and should be removed from my report.

I have enclosed copies of my credit report highlighting these items, along with any relevant documents supporting my claims. I kindly request that you investigate these matters and rectify my credit report accordingly. 

Thank you for your prompt attention to this matter. I look forward to your response. 

Sincerely, XXXX XXXX",None,TD BANK US HOLDING COMPANY,KY,40272,None,Consent provided,Web,09/30/25,Closed with non-monetary relief,Yes,N/A,16274479
10/15/25,Checking or savings account,Other banking product or service,Opening an account,Didn't receive terms that were advertised,,None,TD BANK US HOLDING COMPANY,MA,02135,None,None,Web,10/15/25,Closed with explanation,Yes,N/A,16594095
10/31/25,Debt collection,Credit card debt,False statements or representation,Attempted to collect wrong amount,,None,TD BANK US HOLDING COMPANY,CA,90034,None,None,Web,10/31/25,In progress,Yes,N/A,16944152
09/30/25,Credit card,General-purpose credit card or charge card,Closing your account,Company closed your account,"DEAR CONSUMERFINANCE.GOV, I HAVE SENT OUT LETTERS AND AN EMAIL TO REACH TD BANK CREDIT CARD SERVICES IN REFERENCE TO RECEIVING MY SECURITY DEPOSIT OF {$500.00} WHICH WAS BEING HELD FOR ALMOST 7 YEARS FOR NON- PURPOSES. I HAVE PAID ON TIME AND PAID OFF THIS ACCOUNT SEVERAL TIMES, BUT TD BANK CREDIT CARD SERVICES REFUSED TO REFUND MY SECURITY DEPOSIT AND JUST RECENTLY CLOSED THE CREDIT CARD ACCOUNT ON XX/XX/year>, WITHOUT MY KNOWLEDGE AND NOT RESPECTFULLY REACHING OUT TO ME AS A CONSUMER FOR BEING LATE FOR XXXX AND XXXX PAYMENTS FOR 2025. I DIDN'T PAY XXXX AND XXXX STATEMENTS BECAUSE THE TD BANK CUSTOMER CARE REFUSED TO ANSWER MY EMAIL AND LETTERS BY MAIL AND I DIDN'T SEE NO NEED TO KEEP PAYING THIS TD BANK CREDIT CARD ANYMORE. THE XXXX BRANCH CLOSED ON XX/XX/year> AND THAT IS WHERE I HAD OPENED MY SECURED CREDIT CARD ACCOUNT! I HAVE TRIED SUCCESSFULLY TO CONTACT THIS TD BRANCH BY PHONE AND VISITING THE XXXX BRANCH ONLY TO STATE THE TD CREDIT CARD WASN'T UPGRADED TO A UN SECURED VISA CREDIT CARD. I FEEL IT WAS BECAUSE I DID RECEIVE THE VISA SIGNATURE CREDIT CARD MUCH LATER BUT SOMEHOW THE XXXX BRANCH TD BANK KEPT MY SECURITY DEPOSIT. I AM ENTITLED TO MY {$500.00} SECURITY DEPOSIT AFTER ALL THESE YEARS AND JUST BECAUSE I DIDN'T PAY XXXX AND XX/XX/year> STATEMENTS IS NOT A VALID REASON TO SUDDENLY KEEP MY SECURITY DEPOSIT AND PAID OFF THE TD CREDIT CARD ACCOUNT BY CLOSING IT AND STATING BY LAW THEY CAN DO IT. THAT IS UNACCEPTABLE BECAUSE I HAD REQUESTED MY SECURITY DEPOSIT OF {$500.00} FOR MANY YEARS. I ALSO WAS TOLD BY PHONE THAT MY ACCOUNT WAS BEING HANDLED ROBOTICS. TD BANK CUSTOMER REPRESENTATIVE STATED THAT TO ME, THAT WOULD MAKE SENSE IF NOT BEING HANDLED BY HUMANS! BUT HOW IRONIC FOR A HUMAN TO FINALLY HANDLE MY TD CREDIT CARD ACCOUNT NOW TO CLOSE IT AND RETRIEVE MY {$500.00} SECURITY DEPOSIT MANUALLY. THAT IS FRAUDULENT AND UNACCEPTABLE TO ME AS A TD BANK CREDIT CARD HOLDER. THANK YOU TO INVESTIGATION CONSUMERFINANCE.GOV! * * UPLOADED",None,TD BANK US HOLDING COMPANY,VA,22030,None,Consent provided,Web,10/03/25,Closed with explanation,Yes,N/A,16268879
